district,zone_name,latitude,longitude,hour,day_of_week,incident_count,unique_article_count,avg_severity,max_severity,total_incident_score,sexual_violence_count,murder_count,kidnapping_count,violence_count,robbery_count,harassment_count,suspicious_activity_count,incident_risk_score,street_lamp_count_500m,primary_road_count_500m,secondary_road_count_500m,tertiary_road_count_500m,residential_road_count_500m,service_road_count_500m,footway_path_count_500m,pedestrian_road_count_500m,unclassified_road_count_500m,bus_station_count_500m,rail_station_count_500m,market_count_500m,shop_count_500m,school_college_count_500m,hospital_count_500m,police_count_3km,nearest_police_distance_km,light_score,road_quality,alley_density,transport_hub_score,public_place_density,police_distance_risk,environmental_risk_score,base_risk_score,base_risk_level,risk_score,risk_level,sample_weight
Bagerhat,Fakirhat,22.77852,89.70579,2,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,37.1,low,2.218
Bagerhat,Fakirhat,22.77852,89.70579,2,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,37.1,low,2.218
Bagerhat,Fakirhat,22.77852,89.70579,2,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,41.1,medium,2.517
Bagerhat,Fakirhat,22.77852,89.70579,2,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,41.1,medium,2.517
Bagerhat,Fakirhat,22.77852,89.70579,8,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,25.1,low,1.618
Bagerhat,Fakirhat,22.77852,89.70579,8,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,25.1,low,1.618
Bagerhat,Fakirhat,22.77852,89.70579,8,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,29.1,low,1.918
Bagerhat,Fakirhat,22.77852,89.70579,8,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,29.1,low,1.918
Bagerhat,Fakirhat,22.77852,89.70579,14,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,25.1,low,1.618
Bagerhat,Fakirhat,22.77852,89.70579,14,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,25.1,low,1.618
Bagerhat,Fakirhat,22.77852,89.70579,14,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,29.1,low,1.918
Bagerhat,Fakirhat,22.77852,89.70579,14,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,29.1,low,1.918
Bagerhat,Fakirhat,22.77852,89.70579,19,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,33.1,low,2.018
Bagerhat,Fakirhat,22.77852,89.70579,19,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,33.1,low,2.018
Bagerhat,Fakirhat,22.77852,89.70579,19,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,37.1,low,2.318
Bagerhat,Fakirhat,22.77852,89.70579,19,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,37.1,low,2.318
Bagerhat,Fakirhat,22.77852,89.70579,22,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,33.1,low,2.018
Bagerhat,Fakirhat,22.77852,89.70579,22,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,33.1,low,2.018
Bagerhat,Fakirhat,22.77852,89.70579,22,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,37.1,low,2.318
Bagerhat,Fakirhat,22.77852,89.70579,22,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,1,0,1,7,2,0,0,2,0,0,0,0,0,0,0,3.0,0.45,0.433,0.2,0.0,0.0,1.0,33.5,25.1,low,37.1,low,2.318
Bagerhat,Rampal,22.65657,89.79123,2,0,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,64.05,medium,6.812
Bagerhat,Rampal,22.65657,89.79123,2,2,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,64.05,medium,6.812
Bagerhat,Rampal,22.65657,89.79123,2,4,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,68.05,medium,7.112
Bagerhat,Rampal,22.65657,89.79123,2,5,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,68.05,medium,7.112
Bagerhat,Rampal,22.65657,89.79123,8,0,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,52.05,medium,6.212
Bagerhat,Rampal,22.65657,89.79123,8,2,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,52.05,medium,6.212
Bagerhat,Rampal,22.65657,89.79123,8,4,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,56.05,medium,6.512
Bagerhat,Rampal,22.65657,89.79123,8,5,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,56.05,medium,6.512
Bagerhat,Rampal,22.65657,89.79123,14,0,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,52.05,medium,6.212
Bagerhat,Rampal,22.65657,89.79123,14,2,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,52.05,medium,6.212
Bagerhat,Rampal,22.65657,89.79123,14,4,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,56.05,medium,6.512
Bagerhat,Rampal,22.65657,89.79123,14,5,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,56.05,medium,6.512
Bagerhat,Rampal,22.65657,89.79123,19,0,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,60.05,medium,6.612
Bagerhat,Rampal,22.65657,89.79123,19,2,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,60.05,medium,6.612
Bagerhat,Rampal,22.65657,89.79123,19,4,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,64.05,medium,6.912
Bagerhat,Rampal,22.65657,89.79123,19,5,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,64.05,medium,6.912
Bagerhat,Rampal,22.65657,89.79123,22,0,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,60.05,medium,6.612
Bagerhat,Rampal,22.65657,89.79123,22,2,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,60.05,medium,6.612
Bagerhat,Rampal,22.65657,89.79123,22,4,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,64.05,medium,6.912
Bagerhat,Rampal,22.65657,89.79123,22,5,3,3,4.0,5,54.0,0,2,0,0,0,0,1,60.5,0,2,3,26,2,0,1,0,1,1,1,1,9,5,0,3,0.329,0.45,0.85,0.1,0.4,0.533,0.11,32.35,52.05,medium,64.05,medium,6.912
Bandarban,Balaghata,22.19534,92.21946,2,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,77.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,2,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,77.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,2,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,81.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,2,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,81.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,8,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,65.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,8,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,65.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,8,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,69.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,8,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,69.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,14,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,65.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,14,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,65.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,14,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,69.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,14,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,69.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,19,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,73.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,19,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,73.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,19,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,77.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,19,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,77.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,22,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,73.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,22,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,73.92,medium,10.0
Bandarban,Balaghata,22.19534,92.21946,22,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,77.92,high,10.0
Bandarban,Balaghata,22.19534,92.21946,22,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,65.92,medium,77.92,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,2,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,80.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,2,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,80.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,2,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,84.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,2,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,84.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,8,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,68.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,8,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,68.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,8,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,72.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,8,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,72.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,14,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,68.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,14,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,68.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,14,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,72.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,14,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,72.66,medium,10.0
Bandarban,Rowangchhari,22.19534,92.21946,19,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,76.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,19,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,76.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,19,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,80.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,19,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,80.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,22,0,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,76.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,22,2,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,76.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,22,4,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,80.66,high,10.0
Bandarban,Rowangchhari,22.19534,92.21946,22,5,5,5,5.0,5,140.0,2,2,1,0,0,0,0,81.0,0,4,0,0,13,0,1,0,15,0,0,1,1,6,0,1,0.334,0.45,0.517,0.8,0.0,0.3,0.111,39.86,68.66,medium,80.66,high,10.0
Barguna,Amtali,22.29623,90.08884,2,0,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,52.05,medium,4.406
Barguna,Amtali,22.29623,90.08884,2,2,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,52.05,medium,4.406
Barguna,Amtali,22.29623,90.08884,2,4,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,56.05,medium,4.706
Barguna,Amtali,22.29623,90.08884,2,5,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,56.05,medium,4.706
Barguna,Amtali,22.29623,90.08884,8,0,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,40.05,medium,3.806
Barguna,Amtali,22.29623,90.08884,8,2,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,40.05,medium,3.806
Barguna,Amtali,22.29623,90.08884,8,4,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,44.05,medium,4.106
Barguna,Amtali,22.29623,90.08884,8,5,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,44.05,medium,4.106
Barguna,Amtali,22.29623,90.08884,14,0,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,40.05,medium,3.806
Barguna,Amtali,22.29623,90.08884,14,2,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,40.05,medium,3.806
Barguna,Amtali,22.29623,90.08884,14,4,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,44.05,medium,4.106
Barguna,Amtali,22.29623,90.08884,14,5,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,44.05,medium,4.106
Barguna,Amtali,22.29623,90.08884,19,0,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,48.05,medium,4.206
Barguna,Amtali,22.29623,90.08884,19,2,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,48.05,medium,4.206
Barguna,Amtali,22.29623,90.08884,19,4,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,52.05,medium,4.506
Barguna,Amtali,22.29623,90.08884,19,5,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,52.05,medium,4.506
Barguna,Amtali,22.29623,90.08884,22,0,1,1,5.0,5,32.5,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.627,0.45,0.35,0.0,0.0,0.0,0.542,26.17,40.05,medium,48.05,medium,4.206
