district,zone_name,latitude,longitude,hour,day_of_week,incident_count,unique_article_count,avg_severity,max_severity,total_incident_score,sexual_violence_count,murder_count,kidnapping_count,violence_count,robbery_count,harassment_count,suspicious_activity_count,incident_risk_score,street_lamp_count_500m,primary_road_count_500m,secondary_road_count_500m,tertiary_road_count_500m,residential_road_count_500m,service_road_count_500m,footway_path_count_500m,pedestrian_road_count_500m,unclassified_road_count_500m,bus_station_count_500m,rail_station_count_500m,market_count_500m,shop_count_500m,school_college_count_500m,hospital_count_500m,police_count_3km,nearest_police_distance_km,light_score,road_quality,alley_density,transport_hub_score,public_place_density,police_distance_risk,environmental_risk_score,base_risk_score,base_risk_level,risk_score,risk_level,sample_weight
Chattogram,Patenga,22.2359,91.7918,2,5,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,72.27,medium,7.296
Chattogram,Patenga,22.2359,91.7918,8,0,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,56.27,medium,6.396
Chattogram,Patenga,22.2359,91.7918,8,2,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,56.27,medium,6.396
Chattogram,Patenga,22.2359,91.7918,8,4,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,60.27,medium,6.696
Chattogram,Patenga,22.2359,91.7918,8,5,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,60.27,medium,6.696
Chattogram,Patenga,22.2359,91.7918,14,0,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,56.27,medium,6.396
Chattogram,Patenga,22.2359,91.7918,14,2,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,56.27,medium,6.396
Chattogram,Patenga,22.2359,91.7918,14,4,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,60.27,medium,6.696
Chattogram,Patenga,22.2359,91.7918,14,5,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,60.27,medium,6.696
Chattogram,Patenga,22.2359,91.7918,19,0,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,64.27,medium,6.796
Chattogram,Patenga,22.2359,91.7918,19,2,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,64.27,medium,6.796
Chattogram,Patenga,22.2359,91.7918,19,4,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,68.27,medium,7.096
Chattogram,Patenga,22.2359,91.7918,19,5,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,68.27,medium,7.096
Chattogram,Patenga,22.2359,91.7918,22,0,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,64.27,medium,6.796
Chattogram,Patenga,22.2359,91.7918,22,2,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,64.27,medium,6.796
Chattogram,Patenga,22.2359,91.7918,22,4,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,68.27,medium,7.096
Chattogram,Patenga,22.2359,91.7918,22,5,4,4,4.0,5,59.4,0,1,0,1,0,0,2,61.0,0,12,0,0,1,7,1,1,10,0,0,2,2,1,0,1,2.84,0.45,0.85,0.95,0.0,0.233,0.947,45.22,56.27,medium,68.27,medium,7.096
Chuadanga,Chuadanga Sadar,23.64299,88.85291,2,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,58.47,medium,5.056
Chuadanga,Chuadanga Sadar,23.64299,88.85291,2,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,58.47,medium,5.056
Chuadanga,Chuadanga Sadar,23.64299,88.85291,2,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,62.47,medium,5.356
Chuadanga,Chuadanga Sadar,23.64299,88.85291,2,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,62.47,medium,5.356
Chuadanga,Chuadanga Sadar,23.64299,88.85291,8,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,46.47,medium,4.456
Chuadanga,Chuadanga Sadar,23.64299,88.85291,8,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,46.47,medium,4.456
Chuadanga,Chuadanga Sadar,23.64299,88.85291,8,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,50.47,medium,4.756
Chuadanga,Chuadanga Sadar,23.64299,88.85291,8,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,50.47,medium,4.756
Chuadanga,Chuadanga Sadar,23.64299,88.85291,14,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,46.47,medium,4.456
Chuadanga,Chuadanga Sadar,23.64299,88.85291,14,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,46.47,medium,4.456
Chuadanga,Chuadanga Sadar,23.64299,88.85291,14,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,50.47,medium,4.756
Chuadanga,Chuadanga Sadar,23.64299,88.85291,14,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,50.47,medium,4.756
Chuadanga,Chuadanga Sadar,23.64299,88.85291,19,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,54.47,medium,4.856
Chuadanga,Chuadanga Sadar,23.64299,88.85291,19,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,54.47,medium,4.856
Chuadanga,Chuadanga Sadar,23.64299,88.85291,19,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,58.47,medium,5.156
Chuadanga,Chuadanga Sadar,23.64299,88.85291,19,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,58.47,medium,5.156
Chuadanga,Chuadanga Sadar,23.64299,88.85291,22,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,54.47,medium,4.856
Chuadanga,Chuadanga Sadar,23.64299,88.85291,22,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,54.47,medium,4.856
Chuadanga,Chuadanga Sadar,23.64299,88.85291,22,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,58.47,medium,5.156
Chuadanga,Chuadanga Sadar,23.64299,88.85291,22,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,4,0,0,26,0,0,0,10,0,0,0,0,0,0,1,0.891,0.45,0.517,0.5,0.0,0.0,0.297,31.22,46.47,medium,58.47,medium,5.156
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,2,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,58.32,medium,5.054
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,2,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,58.32,medium,5.054
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,2,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,62.32,medium,5.354
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,2,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,62.32,medium,5.354
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,8,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,46.32,medium,4.454
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,8,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,46.32,medium,4.454
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,8,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,50.32,medium,4.754
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,8,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,50.32,medium,4.754
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,14,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,46.32,medium,4.454
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,14,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,46.32,medium,4.454
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,14,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,50.32,medium,4.754
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,14,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,50.32,medium,4.754
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,19,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,54.32,medium,4.854
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,19,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,54.32,medium,4.854
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,19,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,58.32,medium,5.154
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,19,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,58.32,medium,5.154
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,22,0,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,54.32,medium,4.854
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,22,2,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,54.32,medium,4.854
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,22,4,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,58.32,medium,5.154
Chuadanga,Chuadanga Sadar Hospital,23.63514,88.847235,22,5,2,2,5.0,5,40.0,0,0,0,2,0,0,0,53.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,46.32,medium,58.32,medium,5.154
Cox's Bazar,Chakaria,21.76459,92.07612,2,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,38.14,low,2.235
Cox's Bazar,Chakaria,21.76459,92.07612,2,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,38.14,low,2.235
Cox's Bazar,Chakaria,21.76459,92.07612,2,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,42.14,medium,2.535
Cox's Bazar,Chakaria,21.76459,92.07612,2,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,42.14,medium,2.535
Cox's Bazar,Chakaria,21.76459,92.07612,8,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,26.14,low,1.635
Cox's Bazar,Chakaria,21.76459,92.07612,8,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,26.14,low,1.635
Cox's Bazar,Chakaria,21.76459,92.07612,8,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,30.14,low,1.935
Cox's Bazar,Chakaria,21.76459,92.07612,8,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,30.14,low,1.935
Cox's Bazar,Chakaria,21.76459,92.07612,14,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,26.14,low,1.635
Cox's Bazar,Chakaria,21.76459,92.07612,14,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,26.14,low,1.635
Cox's Bazar,Chakaria,21.76459,92.07612,14,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,30.14,low,1.935
Cox's Bazar,Chakaria,21.76459,92.07612,14,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,30.14,low,1.935
Cox's Bazar,Chakaria,21.76459,92.07612,19,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,34.14,low,2.035
Cox's Bazar,Chakaria,21.76459,92.07612,19,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,34.14,low,2.035
Cox's Bazar,Chakaria,21.76459,92.07612,19,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,38.14,low,2.335
Cox's Bazar,Chakaria,21.76459,92.07612,19,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,38.14,low,2.335
Cox's Bazar,Chakaria,21.76459,92.07612,22,0,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,34.14,low,2.035
Cox's Bazar,Chakaria,21.76459,92.07612,22,2,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,34.14,low,2.035
Cox's Bazar,Chakaria,21.76459,92.07612,22,4,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,38.14,low,2.335
Cox's Bazar,Chakaria,21.76459,92.07612,22,5,1,1,2.0,2,4.0,0,0,0,0,0,0,1,21.5,0,0,1,0,12,0,0,0,1,0,0,4,34,2,6,2,0.257,0.45,0.392,0.05,0.0,1.0,0.086,36.98,26.14,low,38.14,low,2.335
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,2,0,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,53.42,medium,4.054
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,2,2,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,53.42,medium,4.054
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,2,4,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,57.42,medium,4.354
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,2,5,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,57.42,medium,4.354
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,8,0,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,41.42,medium,3.454
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,8,2,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,41.42,medium,3.454
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,8,4,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,45.42,medium,3.754
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,8,5,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,45.42,medium,3.754
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,14,0,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,41.42,medium,3.454
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,14,2,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,41.42,medium,3.454
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,14,4,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,45.42,medium,3.754
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,14,5,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,45.42,medium,3.754
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,19,0,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,49.42,medium,3.854
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,19,2,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,49.42,medium,3.854
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,19,4,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,53.42,medium,4.154
Cox's Bazar,Cox's Bazar Sadar Hospital,21.352809,92.078364,19,5,1,1,5.0,5,25.0,1,0,0,0,0,0,0,46.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.45,0.35,0.0,0.0,0.0,1.0,30.75,41.42,medium,53.42,medium,4.154
